,rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId
0,15,102. 망원역 1번출구 앞,2,13,37.55564880,126.91062927,ST-4
1,14,103. 망원역 2번출구 앞,8,57,37.55495071,126.91083527,ST-5
2,13,104. 합정역 1번출구 앞,19,146,37.55073929,126.91508484,ST-6
3,5,105. 합정역 5번출구 앞,0,0,37.55000687,126.91482544,ST-7
4,12,106. 합정역 7번출구 앞,4,33,37.54864502,126.91282654,ST-8
5,10,107. 수협 연남동지점,20,200,37.55784607,126.91871643,ST-9
6,12,108. 서교동 사거리,12,100,37.55274582,126.91861725,ST-10
7,10,111. 상수역 2번출구 앞,9,90,37.54787064,126.92353058,ST-15
8,25,113. 홍대입구역 2번출구 앞,45,180,37.55743790,126.92382050,ST-18
9,15,114. 홍대입구역 8번출구 앞,19,127,37.55706024,126.92442322,ST-20
10,15,115. 마스타 빌딩 앞,6,40,37.55893326,126.92711639,ST-12
11,23,117. 홍은사거리,1,4,37.59115982,126.94132996,ST-17
12,9,118. 광흥창역 2번출구 앞,16,178,37.54773331,126.93176270,ST-19
13,10,119. 서강나루 공원,5,50,37.54520798,126.93146515,ST-21
14,5,120. 신수동 사거리,3,60,37.54524231,126.93411255,ST-22
15,15,121. 마포소방서 앞,12,80,37.54976654,126.93317413,ST-23
16,10,122. 신성기사식당 앞,7,70,37.54745865,126.93837738,ST-24
17,20,123. 문화촌 공원,0,0,37.59432983,126.94738770,ST-25
18,35,124. 서강대 정문 건너편,11,31,37.55113983,126.93698883,ST-26
19,20,126. 서강대 후문 옆,7,35,37.55041122,126.94384766,ST-28
20,9,127. 현대벤처빌 앞,11,122,37.55352020,126.93695068,ST-29
21,19,128. 신촌역(2호선) 1번출구 옆,8,42,37.55549622,126.93634033,ST-30
22,10,129. 신촌역(2호선) 6번출구 옆,7,70,37.55505371,126.93756866,ST-31
23,10,130. 신촌역(2호선) 7번출구 앞,7,70,37.55504990,126.93626404,ST-32
24,20,131. 증산2교,0,0,37.58417130,126.91110229,ST-33
25,15,133. 해담는다리,6,40,37.58203125,126.90899658,ST-35
26,8,134. 연세로 명물길,3,38,37.55789185,126.93807983,ST-36
27,10,135. 명물길 원형무대 앞,8,80,37.55922699,126.93984222,ST-37
28,10,137. 신촌기차역입구 교차로,0,0,37.55681229,126.94318390,ST-39
29,10,138. 신촌동 제1공영주차장 앞,0,0,37.55917740,126.93452454,ST-40
30,10,139. 연세대 정문 건너편,2,20,37.55986404,126.93441772,ST-43
31,22,140. 이화여대 후문,12,55,37.56000900,126.94073486,ST-41
32,10,141. 연대 대운동장 옆,0,0,37.56238174,126.93264771,ST-42
33,11,142. 아현역 4번출구 앞,5,45,37.55720139,126.95566559,ST-200
34,8,143. 공덕역 2번출구,2,25,37.54464722,126.95008850,ST-201
35,9,145. 공덕역 5번출구,8,89,37.54425049,126.95163727,ST-203
36,12,146. 마포역 2번출구 뒤,10,83,37.53993607,126.94582367,ST-204
37,5,147. 마포역 4번출구 뒤,14,280,37.53927231,126.94591522,ST-205
38,11,148. 용강동 주민센터 앞,8,73,37.54234695,126.94302368,ST-206
39,15,150. 서강대역 2번출구 앞,11,73,37.55295563,126.93434143,ST-207
40,10,153. 성산2교 사거리,8,80,37.56469727,126.91261292,ST-210
41,11,154. 마포구청역 ,5,45,37.56090927,126.90549469,ST-211
42,15,155. 가좌역1 번출구 앞,6,40,37.56829453,126.91504669,ST-212
43,10,156. 서울서부지방법원 앞,14,140,37.54933167,126.95491791,ST-213
44,12,157. 애오개역 4번출구 앞,17,142,37.55300140,126.95668793,ST-214
45,5,159. 이대역 4번 출구,1,20,37.55695343,126.94634247,ST-216
46,13,160. 북아현동 가구거리,6,46,37.55754852,126.95938110,ST-217
47,8,161. 무악재역1번 출구,0,0,37.58224487,126.95064545,ST-218
48,15,162. 봉원고가차도 밑,15,100,37.56626129,126.94667053,ST-219
49,6,163. 명지전문대학교 정문 앞,0,0,37.58369827,126.92496490,ST-220
50,10,164. 북가좌1동 주민센터 ,6,60,37.57447815,126.91004944,ST-221
51,20,165. 중앙근린공원,15,75,37.57513809,126.91394043,ST-222
52,20,166. 가재울 초등학교,11,55,37.57381821,126.91923523,ST-223
53,15,167. 연가초등학교 옆,12,80,37.57946014,126.91712952,ST-224
54,10,169. 북가좌 삼거리,1,10,37.57300186,126.90779877,ST-226
55,10,170. DMC파크뷰자이아파트 302동 앞,0,0,37.57311249,126.92244720,ST-227
56,10,171. 임광빌딩 앞,10,100,37.56472397,126.96727753,ST-228
57,8,173. 서대문역 8번출구 앞,19,238,37.56477737,126.96614838,ST-230
58,15,175. 홍연2교옆,0,0,37.57806778,126.93088531,ST-231
59,10,176. 명지대학교 도서관,3,30,37.58109665,126.92402649,ST-555
60,8,177. 북가좌 초등학교,2,25,37.57763672,126.90965271,ST-345
61,9,178. 증산3교 앞,1,11,37.57987595,126.90634918,ST-349
62,14,179. 가좌역 4번출구 앞,0,0,37.56877518,126.91529846,ST-232
63,10,180. 충정로역 7번출구 아래,6,60,37.55996704,126.96246338,ST-233
64,15,181. 망원초록길 입구,7,47,37.55134201,126.90267181,ST-339
65,9,182. 망원2빗물펌프장 앞,5,56,37.55136490,126.90306091,ST-340
66,15,183. 하늘채코오롱아파트 건너편,7,47,37.56538773,126.91932678,ST-341
67,8,184. 7번가피자 서교망원점,11,138,37.55894852,126.90775299,ST-342
68,15,185. 마포 신수공원 앞,1,7,37.54254532,126.93429565,ST-343
69,40,186. 월드컵공원,175,438,37.56396484,126.89820862,ST-344
70,9,188. 홍은동 정원여중 입구,2,22,37.58638763,126.93512726,ST-346
71,10,191. 서우빌딩,9,90,37.57889175,126.91073608,ST-347
72,8,192. 연서어린이공원,1,13,37.57222748,126.92306519,ST-348
73,10,194. 증산교 앞,18,180,37.57731628,126.90296936,ST-350
74,10,195. 모래내고가차도 ,1,10,37.56765747,126.91780853,ST-351
75,10,196. 연희교차로 인근,2,20,37.56612015,126.92589569,ST-352
76,10,198. 충정2교,6,60,37.56390762,126.96497345,ST-354
77,30,199. 서울 월드컵 경기장,20,67,37.56684494,126.89644623,ST-443
78,22,200. 국회의원회관,24,109,37.52841568,126.91391754,ST-45
79,15,201. 진미파라곤 앞,42,280,37.53123856,126.92133331,ST-46
80,30,202. 국민일보 앞,83,277,37.52881622,126.92453003,ST-47
81,15,203. 국회의사당역 3번출구 옆,12,80,37.52805710,126.91870117,ST-51
82,13,204. 국회의사당역 5번출구 옆,20,154,37.52816391,126.91702271,ST-50
83,20,205. 산업은행 앞,40,200,37.52626419,126.92050934,ST-52
84,35,206. KBS 앞,63,180,37.52466583,126.91802216,ST-53
85,46,207. 여의나루역 1번출구 앞,17,37,37.52715683,126.93190002,ST-73
86,22,209. 유진투자증권빌딩 앞,65,295,37.52461243,126.92783356,ST-55
87,19,213. KT앞,21,111,37.52190781,126.91895294,ST-59
88,21,214. 금융감독원 앞,51,243,37.52302170,126.92083740,ST-60
89,10,215. 여의도고교 앞,24,240,37.52483749,126.93490601,ST-64
90,15,217. NH농협은행 앞,93,620,37.52207947,126.93036652,ST-66
91,12,219. 롯데캐슬엠파이어 옆,20,167,37.52069473,126.92583466,ST-62
92,30,220. 미성아파트 A동 앞,11,37,37.51936340,126.92604828,ST-63
93,10,221. 여의도초교 앞,3,30,37.52267456,126.93778992,ST-67
94,12,222. 시범아파트버스정류장 옆,42,350,37.51902008,126.93688965,ST-68
95,20,223. 진주아파트상가 앞,33,165,37.51913071,126.93337250,ST-69
96,20,224. 롯데캐슬 앞,23,115,37.52008820,126.93236542,ST-70
97,26,225. 앙카라공원 앞,6,23,37.51758575,126.92961884,ST-71
98,19,226. 샛강역 1번출구 앞,24,126,37.51776505,126.92841339,ST-72
99,20,227. 양평1나들목 보행통로 입구,24,120,37.54466629,126.88835907,ST-277
100,10,228. 선유도역 3번출구 앞,10,100,37.53845978,126.89450836,ST-278
101,25,229. 양평1 보행육교 앞,63,252,37.53587341,126.89218140,ST-279
102,13,230. 영등포구청역 1번출구,14,108,37.52435684,126.89600372,ST-413
103,10,231. 남부고용노동지청 남측,24,240,37.52450562,126.89182281,ST-280
104,20,232. 양평우림 이비즈센타 앞,44,220,37.52565002,126.88781738,ST-281
105,10,233. 양평1동 YP센터 앞,30,300,37.52848816,126.89164734,ST-282
106,10,235. 신길동 우리은행 옆,7,70,37.50456619,126.91023254,ST-284
107,10,236. 문래동자이아파트 앞,27,270,37.51615524,126.89461517,ST-285
108,20,237. 보라매 두산위브 건너편,4,20,37.49652100,126.91492462,ST-286
109,17,238. 제2구민체육센타 앞,24,141,37.52638626,126.90275574,ST-287
110,19,239. 유스호스텔 앞,39,205,37.52585220,126.90328217,ST-288
111,10,240. 문래역 4번출구 앞,18,180,37.51873779,126.89557648,ST-289
112,10,241. 신길우성1차아파트 앞 공원,2,20,37.50501633,126.89853668,ST-290
113,15,242. 신길선원가와인아파트 앞,28,187,37.51093292,126.91022491,ST-291
114,15,243. 이앤씨드림타워 앞,47,313,37.52708435,126.89138031,ST-292
115,20,244. 영등포삼환아파트 앞,37,185,37.53007889,126.90570831,ST-293
116,14,245. 삼성생명 당산사옥 앞,48,343,37.52826309,126.89662933,ST-294
117,14,247. 당산역 10번출구 앞,35,250,37.53342056,126.90223694,ST-295
118,10,248. 초원아파트 앞,8,80,37.53105545,126.92420959,ST-296
119,16,249. 여의도중학교 옆,39,244,37.52457809,126.93580627,ST-297
120,10,250. 대림아파트 사거리,15,150,37.50764084,126.92308044,ST-298
121,10,251. 서울지방병무청 버스정류장,20,200,37.50449371,126.92195129,ST-299
122,10,252. 보라매역4번출구,22,220,37.49982834,126.91994476,ST-300
123,10,254. 도림신협 앞,1,10,37.50380325,126.90341949,ST-302
124,15,255. 도림사거리,7,47,37.50657272,126.90113068,ST-303
125,10,256. 동아에코빌입구,1,10,37.50947571,126.89929962,ST-304
126,14,258. 신길역3번출구,5,36,37.51769257,126.91429901,ST-306
127,17,259. 대방역6번출구,15,88,37.51359177,126.92593384,ST-307
128,15,260. 여의도 마리나선착장 앞,2,13,37.53365707,126.91216278,ST-414
129,12,263. 근로자회관 사거리,51,425,37.51715088,126.88862610,ST-417
130,15,264. 교보생명보험 앞,27,180,37.52193069,126.89161682,ST-418
131,11,265. 영등포유통상가 사거리,5,45,37.52113342,126.89653778,ST-419
132,10,266. 영등포청과시장 사거리,28,280,37.52029419,126.90119171,ST-420
133,15,267. 삼성화재 사옥 옆,17,113,37.53596115,126.89830017,ST-421
134,6,268. 그랜드컨벤션센터 앞,25,417,37.53471756,126.90000153,ST-422
135,10,270. 증권거래소후문교차로,22,220,37.52234268,126.92710114,ST-424
136,10,271. 샛강생태공원방문자센터 앞,18,180,37.51896286,126.92161560,ST-425
137,20,272. 당산육갑문,34,170,37.53533936,126.90367889,ST-426
138,10,275. 신동아아파트,2,20,37.52269745,126.88568115,ST-1320
139,10,276. 영등포로터리2,11,110,37.51828384,126.91263580,ST-1321
140,10,278. 쌍용플레티넘오피스텔,12,120,37.50793076,126.89523315,ST-1323
141,15,279. 영등포 푸르지오 아파트 B,15,100,37.51322937,126.90446472,ST-1353
142,10,280. 양평동6차현대아파트 앞,1,10,37.53210068,126.89443970,ST-1539
143,8,281. 대림신동아아파트 앞,4,50,37.49824142,126.89398193,ST-1540
144,10,282. 신한은행 대림동지점,7,70,37.48752975,126.90487671,ST-1541
145,15,283. 아크로타워 스퀘어(영등포시장),21,140,37.52251816,126.90721893,ST-1649
146,16,284. 센트럴 푸르지오 시티 앞,38,238,37.51821136,126.90222931,ST-1650
147,9,285. 콤텍시스템 앞,17,189,37.49985886,126.89723969,ST-1651
148,12,286. 우성아파트 교차로,25,208,37.49457169,126.89974976,ST-1652
149,10,287. 영등포전화국사거리 (서강어린이공원),8,80,37.52576828,126.90573883,ST-1653
150,10,288. 쌍용예가(구청별관),7,70,37.52809906,126.89338684,ST-1677
151,10,289. 대림3동사거리,24,240,37.49980927,126.89800262,ST-1697
152,12,290. 새말소공원,17,142,37.53150940,126.89782715,ST-1698
153,14,291. 문래동 하이테크 시티,61,436,37.51412964,126.89939117,ST-1699
154,10,292. 영일 어린이공원,3,30,37.51012039,126.90406799,ST-1700
155,15,293. 충북 미래관,7,47,37.52917099,126.90757751,ST-1701
156,10,295.영등포공원 분수대 앞,15,150,37.51481247,126.91170502,ST-1967
157,20,296.KT플라자 영등포점,2,10,37.52630234,126.90538025,ST-1968
158,10,297.국회3문,15,150,37.52863693,126.91267395,ST-1969
159,25,298.KBS 연구동 건너편,19,76,37.52750778,126.91429901,ST-1970
160,10,299.여의도 순복음교회,5,50,37.53179169,126.92245483,ST-1971
161,6,300. 정동사거리,1,17,37.56805038,126.96923065,ST-116
162,20,301. 경복궁역 7번출구 앞,26,130,37.57579422,126.97145081,ST-117
163,12,302. 경복궁역 6번출구 뒤,8,67,37.57561493,126.97289276,ST-118
164,8,303. 광화문역 1번출구 앞,52,650,37.57176971,126.97466278,ST-119
165,16,305. 종로구청 옆,40,250,37.57255936,126.97833252,ST-121
166,11,307. 서울역사박물관 앞,16,145,37.56999969,126.97109985,ST-123
167,31,308. 광화문 S타워 앞,74,239,37.56996918,126.97393799,ST-124
168,13,309. 광화문역 6번출구 옆 B,30,231,37.56996155,126.97615814,ST-125
169,8,310. 청계광장 옆,31,388,37.56887817,126.97747040,ST-126
170,10,314. 국립현대미술관,23,230,37.57970810,126.98085785,ST-130
171,8,316. 종각역 1번출구 앞,12,150,37.57039642,126.98178864,ST-132
172,10,318. 광교사거리 남측,20,200,37.56863403,126.98231506,ST-134
173,17,320. 을지로입구역 4번출구 앞,10,59,37.56622314,126.98358917,ST-136
174,8,324. 신세계백화점 본점 앞,35,438,37.56134415,126.98050690,ST-140
175,15,326. 안국역 5번출구 앞,7,47,37.57624054,126.98616028,ST-142
176,10,327. 낙원상가 옆,6,60,37.57335663,126.98746490,ST-143
177,11,328. 탑골공원 앞,5,45,37.57039642,126.98818970,ST-144
178,8,329. 청계2가 사거리 옆,27,338,37.56848526,126.98788452,ST-145
179,10,331. 을지로2가 사거리 북측,19,190,37.56638336,126.98720551,ST-147
180,5,332. 을지로2가 사거리 남측,7,140,37.56599045,126.98779297,ST-148
181,10,334. 종로3가역 2번출구 뒤,33,330,37.57059860,126.99179077,ST-150
182,10,335. 종로3가역 15번출구 뒤,7,70,37.57019424,126.99165344,ST-151
183,8,336. 충무로역 6번출구 앞,0,0,37.56144714,126.99311066,ST-152
184,5,337. 창경궁 입구,5,100,37.57897949,126.99647522,ST-153
185,18,338. 세운스퀘어 앞,38,211,37.57095718,126.99712372,ST-154
186,10,339. 종로4가 사거리,11,110,37.57106781,126.99819183,ST-155
187,8,340. 혜화동 로터리,3,38,37.58562851,127.00067902,ST-156
188,8,341. 혜화역 3번출구 뒤,2,25,37.58156967,127.00178528,ST-157
189,22,342. 대학로 마로니에공원,10,45,37.57978439,127.00253296,ST-158
190,6,343. 힐스테이트창경궁 아파트 앞,1,17,37.57561111,127.00469971,ST-159
191,10,344. 성균관대 E하우스 앞,0,0,37.57419968,127.00659180,ST-160
192,18,345. 서울보증보험본사 앞,9,50,37.57330704,127.00070953,ST-161
193,10,346. 맥스타일 앞,15,150,37.56896210,127.01014709,ST-162
194,18,347. 동대문역사문화공원역 9번출구 앞,30,167,37.56533051,127.00784302,ST-163
195,14,348. 독립문역 사거리,2,14,37.57202911,126.96078491,ST-183
196,5,349. 어린이도서관,1,20,37.57633209,126.96858978,ST-165
197,5,351. 청운초교 앞 삼거리,5,100,37.58496857,126.97041321,ST-167
198,10,352. 중앙고입구 삼거리,6,60,37.58341599,126.98523712,ST-168
199,8,353. 재동초교 앞 삼거리,9,113,37.57938766,126.98494720,ST-169
200,10,354. 포르투갈 대사관 앞,2,20,37.57915497,126.98896027,ST-170
201,15,355. 서울사대부설초등학교 앞,14,93,37.57650757,127.00245667,ST-171
202,15,356. KT혜화지사 앞,4,27,37.57714462,127.00205994,ST-172
203,13,358. 성균관대입구 사거리 A,3,23,37.58250046,126.99853516,ST-173
204,8,359. 원남동사거리,12,150,37.57606125,126.99768066,ST-174
205,10,361. 동묘앞역 1번출구 뒤,15,150,37.57324219,127.01590729,ST-175
206,10,362. 청계8가사거리 A,9,90,37.57223511,127.02317810,ST-176
207,13,363. 신설동역 11번출구 뒤,12,92,37.57559204,127.02285004,ST-177
208,8,364. 창신역 1번출구 앞,0,0,37.57933426,127.01508331,ST-178
209,13,367. 독립문역 3-1번출구 ,6,46,37.57415771,126.95851898,ST-180
210,15,368. SK 서린빌딩 앞,42,280,37.56924820,126.98053741,ST-181
211,23,370. 시청역(2호선) 9번출구 뒤,52,226,37.56322861,126.97483826,ST-185
212,10,371. 동대입구역 6번출구 뒤,7,70,37.55887222,127.00553894,ST-186
213,10,372. 약수역 3번출구 뒤,11,110,37.55429459,127.01119995,ST-187
214,12,374. 청구역 2번출구 앞,16,133,37.56209183,127.01467133,ST-189
215,7,379. 서울역9번출구,10,143,37.55599976,126.97335815,ST-194
216,8,380. CJ제일제당 앞,24,300,37.56386566,127.00274658,ST-195
217,10,381. 장충체육관,2,20,37.55853271,127.00698853,ST-196
218,7,382. 약수역 10번출구 앞,4,57,37.55519867,127.01004791,ST-197
219,27,383. 신당역 12번 출구 뒤,21,78,37.56591797,127.01642609,ST-198
220,5,384. 중림동삼거리,1,20,37.55978012,126.96850586,ST-199
221,10,385. 종각역 5번출구,38,380,37.56983566,126.98265839,ST-336
222,10,387. 훈련원공원주차장 앞,9,90,37.56699371,127.00346375,ST-338
223,10,388. 동성중학교 앞,0,0,37.58573532,127.00160980,ST-444
224,9,389. 을지로4가역 1번출구,4,44,37.56673050,126.99660492,ST-943
225,12,390. 충무로역 1번출구,2,17,37.56138992,126.99535370,ST-944
226,8,391. 시립미술관,15,188,37.56505203,126.97340393,ST-977
227,12,393. 동대문역 8번 출구,20,167,37.57014084,127.00937653,ST-1372
228,15,394. 경희궁 자이 3단지,15,100,37.56748962,126.96591949,ST-1373
229,8,395. 경희궁 자이 2단지,2,25,37.56885529,126.96456146,ST-1374
230,13,397. 종묘공영주차장 건너편,3,23,37.57048035,126.99663544,ST-1432
231,8,398. 을지로3가역 3번출구,9,113,37.56660461,126.99249268,ST-1435
232,15,399. 서울역 센트럴 자이아파트,12,80,37.55410767,126.96540833,ST-1436
233,14,400. 상암한화오벨리스크 1차 앞,1,7,37.58752441,126.88300323,ST-110
234,13,401. 상암월드컵파크 10단지 앞,5,38,37.58618927,126.88161469,ST-76
235,20,402. 상암월드컵파크 9단지 앞,1,5,37.58292770,126.87983704,ST-77
236,20,403. 부엉이공원 앞,18,90,37.58559036,126.88472748,ST-78
237,8,405. DMC빌 앞,8,100,37.58265686,126.88578796,ST-80
238,15,406. 상암월드컵파크 7단지 앞,17,113,37.58108902,126.88088226,ST-81
239,17,407. 마포구 육아종합지원센터,13,76,37.58063126,126.88367462,ST-83
240,14,408. LG CNS앞,20,143,37.58081055,126.88665009,ST-84
241,30,409. 누리꿈스퀘어 옆,36,120,37.57939911,126.88916016,ST-86
242,10,410. 상암중학교 옆,2,20,37.57739258,126.88747406,ST-88
243,10,411. DMC홍보관,51,510,37.57799530,126.89147186,ST-90
244,21,412. DMC산학협력연구센터 앞,32,152,37.57565689,126.89079285,ST-91
245,10,413. 상암월드컵파크 3단지 후문,2,20,37.57147598,126.88968658,ST-92
246,8,414. 상암동주민센터 옆,24,300,37.57822037,126.89447021,ST-94
247,10,415. DMC역 9번출구 앞,2,20,37.57746887,126.89736176,ST-95
248,12,416. 상암월드컵파크 1단지 교차로,10,83,37.57566452,126.89444733,ST-96
249,20,417. DMC역 2번출구 옆,4,20,37.57506943,126.89991760,ST-93
250,20,418. 월드컵경기장역 3번출구 옆,10,50,37.57048035,126.89889526,ST-89
251,21,419. 홈플러스 마포점 앞,38,181,37.56842041,126.89942932,ST-87
252,37,420. 서울시 공공자전거 상암센터,55,149,37.56624603,126.89617920,ST-85
253,8,421. 마포구청 앞,6,75,37.56574631,126.90186310,ST-82
254,9,422. 문화비축기지,6,67,37.56897736,126.89440155,ST-968
255,15,424. 롯데하이마트 (상암월드컵점),13,87,37.57361984,126.89804840,ST-990
256,10,425. DMC첨단산업센터,4,40,37.58450317,126.88559723,ST-991
257,10,426. 서울신용보증재단,10,100,37.54906082,126.95417786,ST-992
258,12,427. 성산시영아파트,13,108,37.56937790,126.90402985,ST-1397
259,10,428. 명보사거리,4,40,37.56439972,126.99143219,ST-1437
260,8,429. 송도병원,0,0,37.54988861,127.00734711,ST-1438
261,6,430. 장충동먹자골목 앞,18,300,37.56212616,127.00625610,ST-1439
262,25,431. 청계천 영도교,13,52,37.57101440,127.01974487,ST-1440
263,10,432. 마포중앙도서관,13,130,37.56333923,126.90820312,ST-1494
264,12,433. 을지로입구역 2번출구,32,267,37.56634521,126.98229218,ST-1668
265,10,434. 신당 래미안 버스정류장,15,150,37.56148911,127.02393341,ST-1669
266,10,435. SK 남산빌딩,0,0,37.55686188,126.97561646,ST-1670
267,10,436. 이대역 5번출구,15,150,37.55659103,126.94618988,ST-1675
268,11,437. 대흥역 1번출구,15,136,37.54846954,126.94092560,ST-1691
269,15,438. 성산2-1 공영주차장,0,0,37.56472015,126.90676880,ST-1692
270,15,440. 하늘공원 입구,12,80,37.57012177,126.88134766,ST-1754
271,15,441.염천교사거리,27,180,37.55989075,126.97149658,ST-1761
272,13,442.서울역 서부,4,31,37.55641556,126.96919250,ST-1768
273,9,443.호암아트홀,23,256,37.56211090,126.97071838,ST-1769
274,15,445.대한상공회의소,26,173,37.56015396,126.97410583,ST-1771
275,13,446. 상명대입구,0,0,37.60012817,126.95783234,ST-938
276,6,447. 신영동삼거리,0,0,37.60399246,126.96194458,ST-939
277,10,449. 일성아파트,4,40,37.60871887,126.97286224,ST-941
278,51,450. 효자동 삼거리,24,47,37.58360291,126.97254944,ST-978
279,8,451. 청와대앞길,5,63,37.58351517,126.97966766,ST-979
280,13,452. 동대문 종합시장 버스정류장,7,54,37.57123947,127.00440979,ST-1605
281,10,453. 종로오가 지하쇼핑센터 14번출구,10,100,37.57114029,127.00067139,ST-1606
282,13,454. 종로2가 버스정류장 (종각방향),25,192,37.57035828,126.98638153,ST-1607
283,8,455. 종로6가역 버스정류장(동대문 방향),11,138,37.57096100,127.00605774,ST-1608
284,10,456. 숭인2동 주민센터 입구,7,70,37.57447052,127.01982880,ST-1609
285,10,457. 종로꽃시장 입구 옆,13,130,37.57131958,127.00720978,ST-1610
286,21,458. 광화문역 5번출구,34,162,37.56989288,126.97756958,ST-1611
287,10,461. 서울경찰청,4,40,37.57436371,126.97236633,ST-1619
288,10,464. 삼청동 골목,17,170,37.58419037,126.98169708,ST-1756
289,5,465. 삼청공원 앞,10,200,37.58760452,126.98359680,ST-1759
290,13,466.롯데호텔,43,331,37.56584167,126.97981262,ST-1772
291,10,467.한국은행,23,230,37.56221390,126.98086548,ST-1773
292,8,468.웨스틴 조선호텔,18,225,37.56415939,126.97948456,ST-1774
293,11,469.회현역 1번출구,5,45,37.55923080,126.98014069,ST-1775
294,13,470.회현역 7번출구,3,23,37.55974579,126.98000336,ST-1776
295,10,471.회현사거리 남측,17,170,37.56035995,126.98265076,ST-1777
296,12,472.삼일교(시그니쳐 타워),12,100,37.56787109,126.98840332,ST-1778
297,20,473.을지로4가역 9번출구,3,15,37.56605148,126.99798584,ST-1779
298,40,474.동대문역사문화공원역 1번출구 뒤편,38,95,37.56629944,127.00849152,ST-1780
299,21,475.DDP 패션몰,15,71,37.56764984,127.01181030,ST-1781
300,10,476.광희문,15,150,37.56443024,127.00995636,ST-1782
301,10,477.앰배서더 호텔 주변,23,230,37.55928802,127.00268555,ST-1783
302,8,479.동대입구역 3번 출구,2,25,37.55937576,127.00602722,ST-1785
303,8,480.약수역 6번 출구,1,13,37.55432129,127.01070404,ST-1786
304,12,483.남산타운아파트 버스정류장,0,0,37.54758453,127.00643921,ST-1789
305,10,485.서울역5번출구,44,440,37.55677032,126.97319794,ST-1791
306,5,486. 평창동주민센터 앞,4,80,37.60627365,126.96832275,ST-2019
307,10,488.푸르메병원,10,100,37.58456802,126.88021088,ST-2147
308,10,489.구룡근린공원,1,10,37.58320236,126.88276672,ST-2148
309,23,490.가온문화공원,29,126,37.58207703,126.88766479,ST-2149
310,10,491.월드컵파크 4단지,22,220,37.57597733,126.88806915,ST-2150
311,7,493.홍대입구역 6번출구,12,171,37.55657578,126.92885590,ST-2152
312,5,494.신수동주민센터,2,40,37.54724503,126.93502808,ST-2153
313,10,495.염리초등학교 앞,7,70,37.54243088,126.94699860,ST-2154
314,25,497.합정동주민센터 앞,11,44,37.55175400,126.91230011,ST-2156
315,10,498.연남동주민센터 앞,22,220,37.56465149,126.92212677,ST-2157
316,5,500. 어린이대공원역 3번출구 앞,2,40,37.54705048,127.07433319,ST-97
317,30,501. 광진문화예술회관 앞,19,63,37.53730774,127.07035065,ST-98
318,33,502. 자양(뚝섬한강공원)역 1번출구 앞,27,82,37.53186035,127.06719208,ST-99
319,11,505. 자양사거리 광진아크로텔 앞,1,9,37.53701019,127.08224487,ST-102
320,7,506. 금호 어울림 아파트 앞,13,186,37.54906082,127.05779266,ST-103
321,10,508. 성수아카데미타워 앞,12,120,37.54516983,127.05757141,ST-105
322,15,510. 뚝도아리수정수센터 버스정류소 옆,8,53,37.54122162,127.04380035,ST-107
323,16,511. 서울숲역 5번 출구 옆,10,63,37.54458237,127.04460907,ST-108
324,15,512. 뚝섬역 1번 출구 옆,27,180,37.54856110,127.04500580,ST-109
325,13,513. 뚝섬역 5번 출구 정류소 옆,23,177,37.54630661,127.04980469,ST-111
326,12,514. 성수사거리 버스정류장 앞,44,367,37.54257965,127.06330872,ST-112
327,15,515. 광양중학교 앞,2,13,37.53023529,127.08683014,ST-113
328,10,516. 광진메디칼 앞,2,20,37.54840469,127.06936646,ST-114
329,20,518. 청계천 박물관 앞,16,80,37.57152557,127.03535461,ST-234
330,20,519. 양지사거리,15,75,37.56699371,127.02991486,ST-235
331,7,520. 상왕십리역 4번 출구 앞,8,114,37.56385803,127.03031921,ST-236
332,14,521. 왕십리역 11번 출구 앞,27,193,37.56144714,127.03491974,ST-237
333,5,522. 금호역 1번출구 앞,6,120,37.54864120,127.01642609,ST-238
334,7,523. 옥수동성당 옆,1,14,37.54366302,127.01406097,ST-239
335,10,524. 래미안금호하이리버 아파트 102동 옆,3,30,37.55220032,127.02505493,ST-240
336,20,525. 한양대병원사거리,26,130,37.55805206,127.04035187,ST-241
337,10,526. 용답토속공원 앞,18,180,37.56351089,127.05672455,ST-242
338,8,529. 장한평역 8번 출구 앞,11,138,37.56137085,127.06365967,ST-243
339,9,530. 청계벽산아파트 앞,3,33,37.56874847,127.03040314,ST-244
340,7,533. 금남시장 교차로,14,200,37.54814911,127.02108765,ST-245
341,10,534. 금호사거리,0,0,37.54863358,127.02572632,ST-246
342,11,535. 응봉삼거리,7,64,37.55398560,127.03359222,ST-247
343,8,536. 행당역 2번출구 앞,19,238,37.55735016,127.02921295,ST-248
344,10,539. 군자교교차로,2,20,37.55979538,127.07420349,ST-252
345,8,540. 군자역 7번출구 베스트샵 앞,1,13,37.55603027,127.07864380,ST-253
346,19,542. 강변역 4번출구 뒤,21,111,37.53582382,127.09416199,ST-254
347,20,543. 구의공원(테크노마트 앞),27,135,37.53598785,127.09462738,ST-255
348,10,544. 광남중학교,2,20,37.54072952,127.10290527,ST-256
349,8,546. 잠실대교북단 교차로,3,38,37.53247833,127.08509064,ST-257
350,20,548. 자양나들목,1,5,37.52976990,127.07485962,ST-258
351,10,549. 아차산역 3번출구,0,0,37.55122375,127.08970642,ST-259
352,20,550. 서울시설공단 앞,47,235,37.57164001,127.03565979,ST-251
